,From,To,Product_ID,Demand,trfQty
942,Supplier,Surabaya-WH20,PROD1136,162,162
943,Surabaya-WH1,Surabaya-WH8,PROD1143,621,131
944,Surabaya-WH4,Jakarta-WH2,PROD1143,360,91
945,Surabaya-WH4,Surabaya-WH10,PROD1143,576,168
946,Surabaya-WH4,Surabaya-WH19,PROD1143,506,168
947,Surabaya-WH4,Surabaya-WH20,PROD1143,416,42
948,Jakarta-WH5,Jakarta-WH2,PROD1143,360,5
949,Bandung-WH6,Jakarta-WH2,PROD1143,360,48
950,Bandung-WH6,Bandung-WH3,PROD1143,400,63
951,Bandung-WH9,Bandung-WH3,PROD1143,400,65
952,Bali-WH11,Bali-WH18,PROD1143,624,128
953,Jakarta-WH13,Jakarta-WH7,PROD1143,728,349
954,Jakarta-WH14,Jakarta-WH2,PROD1143,360,61
955,Jakarta-WH14,Jakarta-WH7,PROD1143,728,15
956,Jakarta-WH14,Jakarta-WH12,PROD1143,456,342
957,Surabaya-WH15,Jakarta-WH7,PROD1143,728,14
958,Surabaya-WH15,Surabaya-WH8,PROD1143,621,225
959,Bandung-WH16,Bandung-WH3,PROD1143,400,4
960,Bali-WH17,Bandung-WH3,PROD1143,400,6
961,Bali-WH17,Bali-WH18,PROD1143,624,388
962,Supplier,Surabaya-WH4,PROD1143,624,624
963,Supplier,Jakarta-WH5,PROD1143,480,480
964,Supplier,Bandung-WH6,PROD1143,24,24
965,Supplier,Bandung-WH9,PROD1143,475,475
966,Supplier,Bali-WH11,PROD1143,500,500
967,Supplier,Jakarta-WH13,PROD1143,216,216
968,Supplier,Jakarta-WH14,PROD1143,625,625
969,Supplier,Surabaya-WH15,PROD1143,528,528
970,Supplier,Bandung-WH16,PROD1143,416,416
971,Supplier,Bali-WH17,PROD1143,175,175
972,Supplier,Surabaya-WH20,PROD1143,416,127
973,Surabaya-WH1,Surabaya-WH4,PROD1001,250,166
974,Surabaya-WH1,Surabaya-WH15,PROD1001,442,105
975,Bandung-WH3,Jakarta-WH5,PROD1001,390,76
976,Bandung-WH3,Bandung-WH9,PROD1001,100,76
977,Bandung-WH6,Jakarta-WH2,PROD1001,240,18
978,Bandung-WH6,Bandung-WH16,PROD1001,210,131
979,Surabaya-WH8,Bali-WH11,PROD1001,416,79
980,Surabaya-WH8,Surabaya-WH15,PROD1001,442,33
981,Surabaya-WH10,Jakarta-WH2,PROD1001,240,90
982,Surabaya-WH10,Jakarta-WH7,PROD1001,529,19
983,Surabaya-WH10,Bali-WH18,PROD1001,168,122
984,Surabaya-WH10,Surabaya-WH20,PROD1001,572,214
985,Jakarta-WH12,Jakarta-WH5,PROD1001,390,142
986,Jakarta-WH12,Jakarta-WH7,PROD1001,529,260
987,Jakarta-WH14,Jakarta-WH7,PROD1001,529,88
988,Jakarta-WH14,Jakarta-WH13,PROD1001,234,172
989,Bali-WH17,Bali-WH11,PROD1001,416,113
990,Surabaya-WH19,Bali-WH11,PROD1001,416,3
991,Surabaya-WH19,Bali-WH18,PROD1001,168,30
992,Supplier,Surabaya-WH1,PROD1001,552,552
993,Supplier,Bandung-WH3,PROD1001,336,175
994,Supplier,Jakarta-WH12,PROD1001,696,696
995,Supplier,Bali-WH17,PROD1001,384,384
996,Surabaya-WH1,Surabaya-WH15,PROD1037,345,63
997,Surabaya-WH4,Surabaya-WH8,PROD1037,207,4
998,Surabaya-WH4,Surabaya-WH10,PROD1037,600,23
999,Surabaya-WH4,Surabaya-WH15,PROD1037,345,175
1000,Jakarta-WH7,Bandung-WH6,PROD1037,621,174
1001,Bali-WH11,Bandung-WH3,PROD1037,600,137
1002,Jakarta-WH12,Bandung-WH3,PROD1037,600,63
1003,Jakarta-WH12,Jakarta-WH5,PROD1037,598,248
1004,Jakarta-WH12,Bandung-WH6,PROD1037,621,102
1005,Jakarta-WH13,Jakarta-WH2,PROD1037,125,18
1006,Jakarta-WH13,Jakarta-WH5,PROD1037,598,89
1007,Jakarta-WH14,Jakarta-WH5,PROD1037,598,26
1008,Bandung-WH16,Bandung-WH6,PROD1037,621,184
1009,Bali-WH17,Bandung-WH3,PROD1037,600,180
1010,Bali-WH17,Bandung-WH9,PROD1037,598,128
1011,Bali-WH18,Bandung-WH6,PROD1037,621,54
1012,Bali-WH18,Surabaya-WH10,PROD1037,600,10
1013,Surabaya-WH19,Surabaya-WH15,PROD1037,345,22
1014,Surabaya-WH20,Surabaya-WH15,PROD1037,345,51
1015,Supplier,Jakarta-WH7,PROD1037,598,598
1016,Supplier,Surabaya-WH10,PROD1037,600,491
1017,Supplier,Bali-WH11,PROD1037,598,598
1018,Supplier,Jakarta-WH12,PROD1037,650,650
1019,Supplier,Jakarta-WH13,PROD1037,525,525
1020,Supplier,Bandung-WH16,PROD1037,414,414
1021,Supplier,Surabaya-WH20,PROD1037,720,720
1022,Jakarta-WH2,Jakarta-WH7,PROD1094,480,69
1023,Jakarta-WH2,Jakarta-WH12,PROD1094,144,112
1024,Bandung-WH3,Surabaya-WH1,PROD1094,552,9
1025,Bandung-WH3,Jakarta-WH7,PROD1094,480,69
1026,Surabaya-WH8,Surabaya-WH1,PROD1094,552,8
1027,Bandung-WH9,Surabaya-WH1,PROD1094,552,3
1028,Bandung-WH9,Bandung-WH6,PROD1094,644,253
1029,Surabaya-WH10,Surabaya-WH1,PROD1094,552,61
1030,Surabaya-WH10,Surabaya-WH4,PROD1094,672,380
1031,Jakarta-WH13,Jakarta-WH5,PROD1094,672,380
1032,Jakarta-WH13,Jakarta-WH7,PROD1094,480,10
1033,Jakarta-WH14,Jakarta-WH5,PROD1094,672,199
1034,Surabaya-WH15,Surabaya-WH1,PROD1094,552,209
1035,Bandung-WH16,Bandung-WH6,PROD1094,644,103
1036,Bali-WH17,Bali-WH11,PROD1094,594,70
1037,Bali-WH18,Surabaya-WH4,PROD1094,672,219
1038,Bali-WH18,Bali-WH11,PROD1094,594,80
1039,Surabaya-WH19,Surabaya-WH1,PROD1094,552,39
1040,Surabaya-WH19,Surabaya-WH20,PROD1094,672,263
1041,Supplier,Jakarta-WH2,PROD1094,150,150
1042,Supplier,Bandung-WH3,PROD1094,576,507
1043,Supplier,Surabaya-WH8,PROD1094,575,575
1044,Supplier,Bandung-WH9,PROD1094,598,598
1045,Supplier,Surabaya-WH10,PROD1094,104,104
1046,Supplier,Jakarta-WH13,PROD1094,345,345
1047,Supplier,Jakarta-WH14,PROD1094,104,104
1048,Supplier,Bali-WH17,PROD1094,475,475
1049,Supplier,Bali-WH18,PROD1094,450,450
1050,Supplier,Surabaya-WH19,PROD1094,336,336
1051,Bandung-WH3,Jakarta-WH2,PROD1104,754,305
1052,Bandung-WH6,Jakarta-WH12,PROD1104,700,154
1053,Jakarta-WH7,Jakarta-WH2,PROD1104,754,98
1054,Jakarta-WH7,Jakarta-WH12,PROD1104,700,37
1055,Bali-WH11,Surabaya-WH1,PROD1104,125,87
1056,Bali-WH11,Surabaya-WH4,PROD1104,575,105
1057,Bali-WH11,Surabaya-WH15,PROD1104,672,186
1058,Bali-WH11,Bali-WH17,PROD1104,506,20
1059,Jakarta-WH13,Jakarta-WH12,PROD1104,700,89
1060,Jakarta-WH14,Jakarta-WH12,PROD1104,700,47
1061,Bandung-WH16,Jakarta-WH2,PROD1104,754,27
1062,Bandung-WH16,Bandung-WH9,PROD1104,360,317
1063,Bali-WH18,Bali-WH17,PROD1104,506,47
1064,Surabaya-WH19,Surabaya-WH8,PROD1104,175,88
1065,Surabaya-WH19,Surabaya-WH10,PROD1104,552,101
1066,Surabaya-WH19,Surabaya-WH15,PROD1104,672,25
1067,Surabaya-WH20,Surabaya-WH4,PROD1104,575,184
1068,Supplier,Bandung-WH3,PROD1104,650,482
1069,Supplier,Jakarta-WH5,PROD1104,350,303
1070,Supplier,Bali-WH17,PROD1104,506,64
1071,Supplier,Surabaya-WH19,PROD1104,525,525
1072,Surabaya-WH1,Jakarta-WH7,PROD1119,624,294
1073,Surabaya-WH1,Bali-WH11,PROD1119,528,21
1074,Surabaya-WH1,Surabaya-WH20,PROD1119,725,114
1075,Jakarta-WH2,Jakarta-WH5,PROD1119,528,62
1076,Jakarta-WH2,Jakarta-WH12,PROD1119,672,313
1077,Surabaya-WH4,Jakarta-WH12,PROD1119,672,68
1078,Surabaya-WH4,Surabaya-WH20,PROD1119,725,82
1079,Bandung-WH6,Jakarta-WH7,PROD1119,624,233
1080,Bandung-WH9,Bandung-WH3,PROD1119,690,232
1081,Bandung-WH9,Jakarta-WH14,PROD1119,598,46
1082,Surabaya-WH10,Bali-WH11,PROD1119,528,31
1083,Surabaya-WH10,Jakarta-WH14,PROD1119,598,396
1084,Jakarta-WH13,Jakarta-WH12,PROD1119,672,10
1085,Surabaya-WH15,Jakarta-WH12,PROD1119,672,63
1086,Bandung-WH16,Jakarta-WH14,PROD1119,598,114
1087,Bali-WH17,Bali-WH11,PROD1119,528,120
1088,Bali-WH18,Bali-WH11,PROD1119,528,312
1089,Surabaya-WH19,Surabaya-WH8,PROD1119,225,81
1090,Surabaya-WH19,Surabaya-WH20,PROD1119,725,145
1091,Supplier,Surabaya-WH1,PROD1119,575,575
1092,Supplier,Jakarta-WH2,PROD1119,72,72
1093,Supplier,Surabaya-WH4,PROD1119,120,120
1094,Supplier,Bandung-WH6,PROD1119,418,418
1095,Supplier,Surabaya-WH10,PROD1119,550,550
1096,Supplier,Jakarta-WH13,PROD1119,504,188
1097,Supplier,Surabaya-WH15,PROD1119,350,350
1098,Supplier,Bandung-WH16,PROD1119,500,500
1099,Supplier,Bali-WH17,PROD1119,250,250
1100,Supplier,Bali-WH18,PROD1119,540,540
1101,Supplier,Surabaya-WH19,PROD1119,725,725
1102,Surabaya-WH1,Jakarta-WH12,PROD1004,650,84
1103,Bandung-WH3,Bandung-WH9,PROD1004,630,202
1104,Bandung-WH3,Jakarta-WH12,PROD1004,650,200
1105,Surabaya-WH4,Bali-WH11,PROD1004,468,164
1106,Surabaya-WH4,Surabaya-WH19,PROD1004,750,155
1107,Jakarta-WH5,Jakarta-WH12,PROD1004,650,65
1108,Bandung-WH6,Jakarta-WH2,PROD1004,408,52
1109,Bandung-WH6,Bandung-WH9,PROD1004,630,195
1110,Jakarta-WH7,Jakarta-WH13,PROD1004,432,226
1111,Surabaya-WH8,Jakarta-WH13,PROD1004,432,130
1112,Surabaya-WH8,Surabaya-WH19,PROD1004,750,95
1113,Surabaya-WH10,Jakarta-WH12,PROD1004,650,128
1114,Surabaya-WH10,Surabaya-WH20,PROD1004,624,140
1115,Jakarta-WH14,Jakarta-WH12,PROD1004,650,78
1116,Surabaya-WH15,Jakarta-WH12,PROD1004,650,87
1117,Surabaya-WH15,Surabaya-WH19,PROD1004,750,133
1118,Bandung-WH16,Bandung-WH9,PROD1004,630,9
1119,Bali-WH17,Bali-WH11,PROD1004,468,194
1120,Bali-WH18,Bali-WH11,PROD1004,468,70
1121,Supplier,Bandung-WH3,PROD1004,125,58
1122,Supplier,Surabaya-WH4,PROD1004,52,52
1123,Supplier,Jakarta-WH5,PROD1004,175,175
1124,Supplier,Bandung-WH6,PROD1004,750,750
1125,Supplier,Surabaya-WH8,PROD1004,600,600
1126,Supplier,Surabaya-WH10,PROD1004,375,375
1127,Supplier,Jakarta-WH14,PROD1004,700,700
1128,Supplier,Surabaya-WH15,PROD1004,567,567
1129,Supplier,Bandung-WH16,PROD1004,700,700
1130,Supplier,Bali-WH17,PROD1004,616,616
1131,Supplier,Bali-WH18,PROD1004,725,725
1132,Surabaya-WH4,Surabaya-WH1,PROD1009,700,81
1133,Surabaya-WH4,Surabaya-WH19,PROD1009,345,72
1134,Jakarta-WH7,Jakarta-WH12,PROD1009,600,40
1135,Bandung-WH9,Jakarta-WH2,PROD1009,506,61
1136,Bandung-WH9,Bandung-WH6,PROD1009,696,34
1137,Surabaya-WH10,Surabaya-WH1,PROD1009,700,127
1138,Surabaya-WH10,Surabaya-WH8,PROD1009,360,233
1139,Bali-WH11,Surabaya-WH15,PROD1009,720,122
1140,Jakarta-WH13,Jakarta-WH2,PROD1009,506,66
1141,Jakarta-WH13,Jakarta-WH5,PROD1009,350,34
1142,Jakarta-WH13,Jakarta-WH12,PROD1009,600,101
1143,Jakarta-WH13,Jakarta-WH14,PROD1009,216,43
1144,Bandung-WH16,Bandung-WH6,PROD1009,696,201
1145,Bali-WH18,Bandung-WH3,PROD1009,336,48
1146,Bali-WH18,Bandung-WH6,PROD1009,696,13
1147,Bali-WH18,Surabaya-WH15,PROD1009,720,234
1148,Bali-WH18,Bali-WH17,PROD1009,350,22
1149,Surabaya-WH20,Surabaya-WH1,PROD1009,700,96
1150,Surabaya-WH20,Surabaya-WH15,PROD1009,720,4
1151,Supplier,Surabaya-WH4,PROD1009,624,624
1152,Supplier,Jakarta-WH7,PROD1009,462,462
1153,Supplier,Surabaya-WH10,PROD1009,667,667
1154,Supplier,Jakarta-WH13,PROD1009,216,216
1155,Supplier,Bali-WH18,PROD1009,810,717
1156,Surabaya-WH4,Surabaya-WH1,PROD1044,648,366
1157,Jakarta-WH5,Bandung-WH6,PROD1044,624,188
1158,Jakarta-WH7,Jakarta-WH2,PROD1044,288,41
1159,Jakarta-WH7,Bandung-WH6,PROD1044,624,207
1160,Jakarta-WH7,Bandung-WH16,PROD1044,100,25
1161,Surabaya-WH8,Surabaya-WH15,PROD1044,624,285
1162,Bandung-WH9,Bandung-WH3,PROD1044,250,156
1163,Bandung-WH9,Bandung-WH6,PROD1044,624,166
1164,Surabaya-WH10,Surabaya-WH1,PROD1044,648,48
1165,Surabaya-WH10,Bali-WH18,PROD1044,660,77
1166,Surabaya-WH10,Surabaya-WH19,PROD1044,200,171
1167,Bali-WH11,Bali-WH17,PROD1044,350,117
1168,Bali-WH11,Bali-WH18,PROD1044,660,167
1169,Jakarta-WH12,Bandung-WH6,PROD1044,624,32
1170,Jakarta-WH14,Jakarta-WH2,PROD1044,288,184
1171,Jakarta-WH14,Jakarta-WH13,PROD1044,250,83
1172,Surabaya-WH20,Surabaya-WH1,PROD1044,648,70
1173,Surabaya-WH20,Surabaya-WH15,PROD1044,624,274
1174,Supplier,Surabaya-WH4,PROD1044,286,286
1175,Supplier,Jakarta-WH5,PROD1044,75,75
1176,Supplier,Jakarta-WH7,PROD1044,675,675
1177,Supplier,Surabaya-WH8,PROD1044,75,75
1178,Supplier,Bandung-WH9,PROD1044,48,48
1179,Supplier,Surabaya-WH10,PROD1044,276,276
1180,Supplier,Jakarta-WH12,PROD1044,350,316
1181,Supplier,Jakarta-WH14,PROD1044,336,336
1182,Supplier,Bali-WH18,PROD1044,660,55
1183,Surabaya-WH1,Surabaya-WH19,PROD1068,416,66
1184,Jakarta-WH2,Jakarta-WH7,PROD1068,598,50
1185,Jakarta-WH5,Jakarta-WH14,PROD1068,432,29
1186,Bandung-WH6,Jakarta-WH7,PROD1068,598,88
1187,Surabaya-WH8,Surabaya-WH19,PROD1068,416,191
1188,Bandung-WH9,Bandung-WH3,PROD1068,375,231
1189,Bandung-WH9,Jakarta-WH7,PROD1068,598,39
1190,Bandung-WH9,Jakarta-WH12,PROD1068,450,89
1191,Bandung-WH9,Jakarta-WH14,PROD1068,432,48
1192,Surabaya-WH10,Surabaya-WH20,PROD1068,675,412
1193,Bali-WH11,Bandung-WH3,PROD1068,375,57
1194,Bali-WH11,Bali-WH17,PROD1068,550,44
1195,Jakarta-WH13,Jakarta-WH7,PROD1068,598,89
1196,Surabaya-WH15,Surabaya-WH4,PROD1068,225,141
1197,Surabaya-WH15,Jakarta-WH7,PROD1068,598,53
1198,Surabaya-WH15,Surabaya-WH19,PROD1068,416,45
1199,Surabaya-WH15,Surabaya-WH20,PROD1068,675,220
1200,Bandung-WH16,Jakarta-WH12,PROD1068,450,163
1201,Bali-WH18,Bali-WH17,PROD1068,550,329
1202,Supplier,Surabaya-WH1,PROD1068,325,325
1203,Supplier,Bandung-WH6,PROD1068,624,331
1204,Supplier,Surabaya-WH8,PROD1068,345,345
1205,Supplier,Surabaya-WH10,PROD1068,728,728
1206,Supplier,Jakarta-WH13,PROD1068,432,432
1207,Supplier,Surabaya-WH15,PROD1068,120,120
1208,Supplier,Bandung-WH16,PROD1068,100,100
1209,Surabaya-WH1,Surabaya-WH8,PROD1098,624,19
1210,Jakarta-WH2,Jakarta-WH5,PROD1098,345,38
1211,Jakarta-WH2,Jakarta-WH14,PROD1098,384,43
1212,Bandung-WH3,Bandung-WH6,PROD1098,360,107
1213,Bandung-WH3,Jakarta-WH7,PROD1098,725,193
1214,Bandung-WH3,Bandung-WH9,PROD1098,110,14
1215,Bandung-WH3,Jakarta-WH13,PROD1098,175,3
1216,Surabaya-WH4,Surabaya-WH8,PROD1098,624,37
1217,Surabaya-WH4,Bali-WH11,PROD1098,325,56
1218,Surabaya-WH10,Jakarta-WH7,PROD1098,725,109
1219,Surabaya-WH10,Surabaya-WH8,PROD1098,624,4
1220,Surabaya-WH10,Bali-WH18,PROD1098,192,20
1221,Surabaya-WH10,Surabaya-WH20,PROD1098,390,56
1222,Jakarta-WH12,Jakarta-WH7,PROD1098,725,109
1223,Surabaya-WH15,Surabaya-WH8,PROD1098,624,269
1224,Bandung-WH16,Jakarta-WH5,PROD1098,345,57
1225,Bandung-WH16,Bandung-WH6,PROD1098,360,96
1226,Bali-WH17,Bali-WH18,PROD1098,192,38
1227,Surabaya-WH19,Surabaya-WH8,PROD1098,624,27
1228,Supplier,Surabaya-WH20,PROD1098,390,212
1229,Surabaya-WH1,Surabaya-WH19,PROD1132,375,80
1230,Surabaya-WH1,Surabaya-WH20,PROD1132,754,236
1231,Jakarta-WH2,Jakarta-WH7,PROD1132,840,102
1232,Bandung-WH3,Bandung-WH6,PROD1132,475,100
1233,Surabaya-WH4,Surabaya-WH20,PROD1132,754,297
1234,Jakarta-WH5,Jakarta-WH7,PROD1132,840,215
1235,Surabaya-WH8,Surabaya-WH10,PROD1132,312,108
1236,Surabaya-WH8,Surabaya-WH15,PROD1132,575,335
1237,Bandung-WH9,Bandung-WH6,PROD1132,475,9
1238,Bandung-WH9,Surabaya-WH10,PROD1132,312,19
1239,Jakarta-WH12,Jakarta-WH7,PROD1132,840,172
1240,Jakarta-WH12,Surabaya-WH20,PROD1132,754,77
1241,Jakarta-WH13,Jakarta-WH7,PROD1132,840,89
1242,Jakarta-WH14,Surabaya-WH20,PROD1132,754,33
1243,Bandung-WH16,Bandung-WH6,PROD1132,475,142
1244,Bandung-WH16,Surabaya-WH19,PROD1132,375,61
1245,Bali-WH17,Bali-WH11,PROD1132,667,297
1246,Bali-WH17,Surabaya-WH19,PROD1132,375,34
1247,Bali-WH18,Surabaya-WH20,PROD1132,754,12
1248,Supplier,Surabaya-WH1,PROD1132,100,100
1249,Supplier,Jakarta-WH2,PROD1132,504,504
1250,Supplier,Bandung-WH3,PROD1132,700,700
1251,Supplier,Surabaya-WH4,PROD1132,120,120
1252,Supplier,Jakarta-WH5,PROD1132,225,225
1253,Supplier,Surabaya-WH8,PROD1132,275,275
1254,Supplier,Bandung-WH9,PROD1132,625,625
1255,Supplier,Jakarta-WH12,PROD1132,360,360
1256,Supplier,Jakarta-WH13,PROD1132,475,475
1257,Supplier,Jakarta-WH14,PROD1132,450,450
1258,Supplier,Surabaya-WH15,PROD1132,575,118
1259,Supplier,Bandung-WH16,PROD1132,624,624
1260,Supplier,Bali-WH17,PROD1132,120,120
1261,Supplier,Bali-WH18,PROD1132,250,250
1262,Surabaya-WH1,Surabaya-WH15,PROD1048,600,182
1263,Surabaya-WH1,Surabaya-WH20,PROD1048,442,46
1264,Surabaya-WH4,Bali-WH18,PROD1048,506,69
1265,Surabaya-WH4,Surabaya-WH19,PROD1048,300,176
1266,Surabaya-WH4,Surabaya-WH20,PROD1048,442,247
1267,Jakarta-WH5,Jakarta-WH2,PROD1048,624,176
1268,Jakarta-WH5,Bandung-WH3,PROD1048,161,78
1269,Jakarta-WH5,Jakarta-WH7,PROD1048,182,129
1270,Jakarta-WH5,Bandung-WH16,PROD1048,621,50
1271,Bandung-WH6,Bali-WH18,PROD1048,506,107
1272,Surabaya-WH8,Surabaya-WH10,PROD1048,400,226
1273,Surabaya-WH8,Surabaya-WH20,PROD1048,442,50
1274,Bandung-WH9,Bali-WH17,PROD1048,425,378
1275,Bandung-WH9,Bali-WH18,PROD1048,506,90
1276,Bali-WH11,Bali-WH18,PROD1048,506,196
1277,Jakarta-WH12,Jakarta-WH2,PROD1048,624,262
1278,Jakarta-WH12,Jakarta-WH14,PROD1048,450,154
1279,Jakarta-WH13,Jakarta-WH14,PROD1048,450,84
1280,Supplier,Surabaya-WH1,PROD1048,150,150
1281,Supplier,Surabaya-WH4,PROD1048,175,175
1282,Supplier,Bandung-WH9,PROD1048,375,375
1283,Supplier,Jakarta-WH12,PROD1048,92,92
1284,Supplier,Surabaya-WH15,PROD1048,600,360
1285,Supplier,Bandung-WH16,PROD1048,621,287
1286,Jakarta-WH2,Surabaya-WH1,PROD1055,625,30
1287,Jakarta-WH2,Jakarta-WH13,PROD1055,575,259
1288,Bandung-WH3,Surabaya-WH1,PROD1055,625,68
1289,Bandung-WH3,Surabaya-WH4,PROD1055,414,106
1290,Bandung-WH3,Bandung-WH9,PROD1055,624,91
1291,Bandung-WH3,Bandung-WH16,PROD1055,150,55
1292,Jakarta-WH5,Jakarta-WH7,PROD1055,720,372
1293,Jakarta-WH5,Jakarta-WH13,PROD1055,575,18
1294,Bandung-WH6,Surabaya-WH4,PROD1055,414,8
1295,Bandung-WH6,Surabaya-WH20,PROD1055,624,29
1296,Surabaya-WH8,Surabaya-WH20,PROD1055,624,468
1297,Bali-WH11,Surabaya-WH10,PROD1055,230,23
1298,Bali-WH11,Surabaya-WH20,PROD1055,624,4
1299,Jakarta-WH14,Jakarta-WH12,PROD1055,384,150
1300,Jakarta-WH14,Surabaya-WH20,PROD1055,624,16
1301,Surabaya-WH15,Surabaya-WH1,PROD1055,625,85
1302,Bali-WH18,Surabaya-WH1,PROD1055,625,128
1303,Bali-WH18,Bali-WH17,PROD1055,468,238
1304,Surabaya-WH19,Surabaya-WH1,PROD1055,625,150
1305,Supplier,Jakarta-WH5,PROD1055,525,525
1306,Supplier,Bandung-WH6,PROD1055,400,400
1307,Supplier,Surabaya-WH8,PROD1055,72,72
1308,Supplier,Bandung-WH9,PROD1055,624,507
1309,Supplier,Surabaya-WH15,PROD1055,150,150
1310,Supplier,Bali-WH18,PROD1055,675,675
1311,Supplier,Surabaya-WH19,PROD1055,299,299
1312,Surabaya-WH1,Surabaya-WH4,PROD1138,408,173
1313,Surabaya-WH1,Surabaya-WH10,PROD1138,450,46
1314,Surabaya-WH1,Surabaya-WH20,PROD1138,600,38
1315,Jakarta-WH2,Jakarta-WH5,PROD1138,624,92
1316,Jakarta-WH2,Jakarta-WH13,PROD1138,364,124
1317,Jakarta-WH2,Surabaya-WH20,PROD1138,600,69
1318,Bandung-WH6,Bandung-WH3,PROD1138,672,414
1319,Bandung-WH6,Bandung-WH16,PROD1138,408,33
1320,Jakarta-WH7,Bandung-WH3,PROD1138,672,151
1321,Jakarta-WH7,Surabaya-WH4,PROD1138,408,14
1322,Jakarta-WH7,Jakarta-WH12,PROD1138,624,198
1323,Surabaya-WH8,Surabaya-WH20,PROD1138,600,288
1324,Bali-WH11,Bali-WH17,PROD1138,300,37
1325,Jakarta-WH14,Jakarta-WH12,PROD1138,624,273
1326,Surabaya-WH15,Surabaya-WH20,PROD1138,600,99
1327,Bali-WH18,Surabaya-WH10,PROD1138,450,186
1328,Bali-WH18,Bali-WH17,PROD1138,300,144
1329,Bali-WH18,Surabaya-WH19,PROD1138,540,167
1330,Supplier,Surabaya-WH1,PROD1138,72,72
1331,Supplier,Jakarta-WH2,PROD1138,144,144
1332,Supplier,Jakarta-WH5,PROD1138,624,517
1333,Supplier,Bandung-WH6,PROD1138,700,700
1334,Supplier,Jakarta-WH7,PROD1138,130,130
1335,Supplier,Surabaya-WH8,PROD1138,22,22
1336,Supplier,Bali-WH11,PROD1138,275,275
1337,Supplier,Surabaya-WH15,PROD1138,702,702
1338,Supplier,Bali-WH18,PROD1138,702,702
1339,Jakarta-WH2,Surabaya-WH4,PROD1148,810,178
1340,Jakarta-WH2,Bandung-WH16,PROD1148,504,5
1341,Jakarta-WH2,Surabaya-WH19,PROD1148,702,123
1342,Bandung-WH3,Bandung-WH16,PROD1148,504,55
1343,Jakarta-WH5,Bandung-WH6,PROD1148,725,411
1344,Jakarta-WH7,Surabaya-WH4,PROD1148,810,38
1345,Jakarta-WH7,Bandung-WH6,PROD1148,725,292
1346,Surabaya-WH8,Surabaya-WH4,PROD1148,810,148
1347,Bandung-WH9,Bandung-WH16,PROD1148,504,45
1348,Surabaya-WH10,Surabaya-WH4,PROD1148,810,30
1349,Bali-WH11,Surabaya-WH4,PROD1148,810,61
1350,Bali-WH11,Bali-WH18,PROD1148,468,119
1351,Jakarta-WH12,Jakarta-WH13,PROD1148,672,45
1352,Jakarta-WH12,Bandung-WH16,PROD1148,504,300
1353,Jakarta-WH14,Bandung-WH16,PROD1148,504,69
1354,Surabaya-WH15,Surabaya-WH4,PROD1148,810,126
1355,Bali-WH17,Surabaya-WH1,PROD1148,264,45
1356,Bali-WH17,Bali-WH18,PROD1148,468,67
1357,Surabaya-WH20,Surabaya-WH19,PROD1148,702,161
1358,Supplier,Jakarta-WH2,PROD1148,725,725
1359,Supplier,Jakarta-WH5,PROD1148,575,575
1360,Supplier,Jakarta-WH7,PROD1148,648,648
1361,Supplier,Bali-WH11,PROD1148,336,336
1362,Supplier,Jakarta-WH12,PROD1148,576,576
1363,Supplier,Jakarta-WH13,PROD1148,672,367
1364,Supplier,Surabaya-WH15,PROD1148,432,432
1365,Supplier,Bali-WH17,PROD1148,69,69
1366,Jakarta-WH5,Jakarta-WH2,PROD1015,264,42
1367,Jakarta-WH5,Jakarta-WH12,PROD1015,520,218
1368,Jakarta-WH5,Jakarta-WH13,PROD1015,345,68
1369,Bandung-WH6,Bandung-WH3,PROD1015,720,80
1370,Jakarta-WH7,Jakarta-WH12,PROD1015,520,99
1371,Bandung-WH9,Bandung-WH3,PROD1015,720,449
1372,Surabaya-WH10,Surabaya-WH1,PROD1015,600,48
1373,Surabaya-WH10,Surabaya-WH4,PROD1015,725,70
1374,Surabaya-WH10,Surabaya-WH8,PROD1015,675,243
1375,Bali-WH11,Bandung-WH3,PROD1015,720,11
1376,Jakarta-WH14,Jakarta-WH12,PROD1015,520,2
1377,Surabaya-WH15,Surabaya-WH1,PROD1015,600,108
1378,Bandung-WH16,Bandung-WH3,PROD1015,720,38
1379,Bandung-WH16,Jakarta-WH12,PROD1015,520,106
1380,Bali-WH17,Bandung-WH3,PROD1015,720,31
1381,Surabaya-WH19,Surabaya-WH4,PROD1015,725,249
1382,Surabaya-WH19,Jakarta-WH12,PROD1015,520,19
1383,Surabaya-WH20,Surabaya-WH1,PROD1015,600,84
1384,Supplier,Bandung-WH6,PROD1015,350,350
1385,Supplier,Jakarta-WH7,PROD1015,475,444
1386,Supplier,Bandung-WH9,PROD1015,750,750
1387,Supplier,Bali-WH11,PROD1015,621,621
1388,Supplier,Jakarta-WH14,PROD1015,525,525
1389,Supplier,Surabaya-WH15,PROD1015,48,48
1390,Supplier,Bandung-WH16,PROD1015,598,598
1391,Supplier,Bali-WH18,PROD1015,500,44
1392,Supplier,Surabaya-WH19,PROD1015,375,375
1393,Supplier,Surabaya-WH20,PROD1015,391,391
1394,Surabaya-WH1,Surabaya-WH4,PROD1029,552,265
1395,Surabaya-WH1,Surabaya-WH15,PROD1029,486,40
1396,Surabaya-WH1,Surabaya-WH19,PROD1029,702,30
1397,Jakarta-WH2,Surabaya-WH19,PROD1029,702,51
1398,Bandung-WH3,Bali-WH17,PROD1029,506,17
